run_id,logged_at_utc,task,config_id,threshold,val_metric,precision,recall,f1,fbeta,pr_auc,roc_auc,alert_rate,params_json,best_for_task,csv_path,train_fraction,val_fraction,max_train_rows,metric,beta,sequence_length,bins_json,settings_json,rows_train,rows_val,rows_test,seq_rows_train,seq_rows_val,seq_rows_test
20260329T123616921633Z,2026-03-29T12:36:16.921687+00:00,LE_0_DAYS,1,0.027944913133978844,0.18081011835512284,0.24260355029585798,0.47674418604651164,0.3215686274509804,0.43478260869565216,0.23712812014695983,0.951745858859216,0.013414827750436576,"{""batch_size"": 32, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 120, ""l2_reg"": 0.001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}",True,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,10,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 8, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 32, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 120, ""l2_reg"": 0.001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}], ""pca_n_components"": 0.95, ""random_state"": 42, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 4, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 10, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59140,12573,12598
20260329T125214543114Z,2026-03-29T12:52:14.543154+00:00,LE_0_DAYS,1,0.020856104791164398,0.20367048823158038,0.2,0.38372093023255816,0.26294820717131473,0.3514376996805112,0.1648974634850776,0.9690942472460219,0.013107721639656816,"{""batch_size"": 16, ""dense_units"": 64, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0005, ""learning_rate"": 0.0005, ""lstm_layers"": 2, ""lstm_units"": 128}",True,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,20,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 10, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 16, ""dense_units"": 64, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0005, ""learning_rate"": 0.0005, ""lstm_layers"": 2, ""lstm_units"": 128}], ""pca_n_components"": 0.95, ""random_state"": 42, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 5, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 20, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fit_verbose"": 1, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59130,12563,12588
20260329T140035897996Z,2026-03-29T14:00:35.898037+00:00,LE_0_DAYS,1,0.05733316019177437,0.22581355880580645,0.27522935779816515,0.3488372093023256,0.3076923076923077,0.33975084937712347,0.2269476428101947,0.967664530422887,0.008652167010636608,"{""batch_size"": 32, ""dense_units"": 32, ""dropout_after_lstm"": 0.2, ""epochs"": 80, ""l2_reg"": 0.0003, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}",True,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,10,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 15, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 32, ""dense_units"": 32, ""dropout_after_lstm"": 0.2, ""epochs"": 80, ""l2_reg"": 0.0003, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}], ""pca_n_components"": 0.95, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 5, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 10, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fit_verbose"": 1, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59140,12573,12598
20260329T140627626923Z,2026-03-29T14:06:27.626979+00:00,LE_0_DAYS,1,0.05326353386044502,0.24174202287005528,0.2578125,0.38372093023255816,0.308411214953271,0.36585365853658536,0.17970316417251955,0.7131693109498602,0.010160342911573266,"{""batch_size"": 64, ""dense_units"": 32, ""dropout_after_lstm"": 0.2, ""epochs"": 80, ""l2_reg"": 0.0001, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}",True,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,10,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 15, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 64, ""dense_units"": 32, ""dropout_after_lstm"": 0.2, ""epochs"": 80, ""l2_reg"": 0.0001, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}], ""pca_n_components"": 0.95, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 5, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 10, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fit_verbose"": 1, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59140,12573,12598
20260329T141705095467Z,2026-03-29T14:17:05.095525+00:00,LE_0_DAYS,1,0.013761884532868862,0.19030857409987847,0.22699386503067484,0.43023255813953487,0.2971887550200803,0.39487726787620064,0.22697793442178732,0.9699349089989889,0.012938561676456581,"{""batch_size"": 32, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 120, ""l2_reg"": 0.001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}",True,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,10,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 8, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 32, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 120, ""l2_reg"": 0.001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}], ""pca_n_components"": 0.95, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 4, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 10, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fit_verbose"": 1, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59140,12573,12598
20260329T153659103672Z,2026-03-29T15:36:59.103733+00:00,LE_0_DAYS,1,0.012772505171597004,0.2487095235321736,0.1919191919191919,0.4418604651162791,0.2676056338028169,0.39094650205761317,0.19457464561455284,0.9437107818354844,0.015716780441339895,"{""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 2, ""lstm_units"": 64}",False,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,10,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 4, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 2, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 16, ""dense_units"": 64, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 32, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 32, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0005, ""lstm_layers"": 2, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 32, ""dense_units"": 64, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 64, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 1, ""lstm_units"": 64}], ""pca_n_components"": 0.95, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 2, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 10, ""stage_a_mode"": true, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fit_verbose"": 1, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59140,12573,12598
20260329T153659103672Z,2026-03-29T15:36:59.103733+00:00,LE_0_DAYS,2,0.03731904178857803,0.19733972369117328,0.2459016393442623,0.3488372093023256,0.28846153846153844,0.33482142857142855,0.19807829304765634,0.9688262059120919,0.009684076837593269,"{""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}",False,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,10,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 4, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 2, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 16, ""dense_units"": 64, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 32, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 32, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0005, ""lstm_layers"": 2, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 32, ""dense_units"": 64, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 64, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 1, ""lstm_units"": 64}], ""pca_n_components"": 0.95, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 2, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 10, ""stage_a_mode"": true, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fit_verbose"": 1, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59140,12573,12598
20260329T153659103672Z,2026-03-29T15:36:59.103733+00:00,LE_0_DAYS,3,0.008430115878582,0.18469562280317697,0.20816326530612245,0.5930232558139535,0.3081570996978852,0.5004906771344455,0.21157743853571892,0.9705696484862903,0.019447531354183204,"{""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}",False,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,10,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 4, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 2, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 16, ""dense_units"": 64, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 32, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 32, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0005, ""lstm_layers"": 2, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 32, ""dense_units"": 64, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 64, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 1, ""lstm_units"": 64}], ""pca_n_components"": 0.95, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 2, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 10, ""stage_a_mode"": true, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fit_verbose"": 1, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59140,12573,12598
20260329T153659103672Z,2026-03-29T15:36:59.103733+00:00,LE_0_DAYS,4,0.018743237480521202,0.28467827655217265,0.22666666666666666,0.3953488372093023,0.288135593220339,0.36796536796536794,0.20320904298348788,0.9471456239219651,0.01190665184949992,"{""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 128}",True,equipment_failure_data_1.csv,0.7,0.15,0,pr_auc,2.0,10,[0],"{""beta"": 2.0, ""bin_max_days"": [0], ""csv"": ""equipment_failure_data_1.csv"", ""early_stopping_patience"": 4, ""max_train_rows"": 0, ""metric"": ""pr_auc"", ""nn_param_grid"": [{""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 2, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 64, ""dense_units"": 16, ""dropout_after_lstm"": 0.2, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 16, ""dense_units"": 64, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.001, ""learning_rate"": 0.001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 32, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0005, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 32, ""dense_units"": 16, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0005, ""lstm_layers"": 2, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 16, ""dropout_after_lstm"": 0.3, ""epochs"": 20, ""l2_reg"": 0.0003, ""learning_rate"": 0.0003, ""lstm_layers"": 1, ""lstm_units"": 64}, {""batch_size"": 16, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 1, ""lstm_units"": 128}, {""batch_size"": 32, ""dense_units"": 64, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 2, ""lstm_units"": 128}, {""batch_size"": 64, ""dense_units"": 32, ""dropout_after_lstm"": 0.4, ""epochs"": 20, ""l2_reg"": 0.0001, ""learning_rate"": 0.0001, ""lstm_layers"": 1, ""lstm_units"": 64}], ""pca_n_components"": 0.95, ""reduce_lr_factor"": 0.5, ""reduce_lr_patience"": 2, ""rolling_min_periods"": 2, ""rolling_window"": 7, ""sequence_length"": 10, ""stage_a_mode"": true, ""task_beta"": {""LE_0_DAYS"": 3.0, ""LE_30_DAYS"": 0.8, ""LE_7_DAYS"": 1.5}, ""train_fit_verbose"": 1, ""train_fraction"": 0.7, ""use_pca"": true, ""use_task_specific_beta"": true, ""val_fraction"": 0.15}",59149,12582,12607,59140,12573,12598
